date,trend_tariff,trend_inflation,trend_war
2018-06-23,6.307894736842105,10.0,22.0
2018-06-24,6.307894736842105,10.0,22.0
2018-06-25,6.307894736842105,10.0,22.0
2018-06-26,6.307894736842105,10.0,22.0
2018-06-27,6.307894736842105,10.0,22.0
2018-06-28,6.307894736842105,10.0,22.0
2018-06-29,6.307894736842105,10.0,22.0
2018-06-30,5.380263157894736,10.4,23.0
2018-07-01,5.380263157894736,10.4,23.0
2018-07-02,5.380263157894736,10.4,23.0
2018-07-03,5.380263157894736,10.4,23.0
2018-07-04,5.380263157894736,10.4,23.0
2018-07-05,5.380263157894736,10.4,23.0
2018-07-06,5.380263157894736,10.4,23.0
2018-07-07,6.678947368421052,10.2,23.0
2018-07-08,6.678947368421052,10.2,23.0
2018-07-09,6.678947368421052,10.2,23.0
2018-07-10,6.678947368421052,10.2,23.0
2018-07-11,6.678947368421052,10.2,23.0
2018-07-12,6.678947368421052,10.2,23.0
2018-07-13,6.678947368421052,10.2,23.0
2018-07-14,5.751315789473684,10.6,23.0
2018-07-15,5.751315789473684,10.6,23.0
2018-07-16,5.751315789473684,10.6,23.0
2018-07-17,5.751315789473684,10.6,23.0
2018-07-18,5.751315789473684,10.6,23.0
2018-07-19,5.751315789473684,10.6,23.0
2018-07-20,5.751315789473684,10.6,23.0
2018-07-21,3.896052631578947,11.2,21.0
2018-07-22,3.896052631578947,11.2,21.0
2018-07-23,3.896052631578947,11.2,21.0
2018-07-24,3.896052631578947,11.2,21.0
2018-07-25,3.896052631578947,11.2,21.0
2018-07-26,3.896052631578947,11.2,21.0
2018-07-27,3.896052631578947,11.2,21.0
2018-07-28,5.56578947368421,12.2,21.0
2018-07-29,5.56578947368421,12.2,21.0
2018-07-30,5.56578947368421,12.2,21.0
2018-07-31,5.56578947368421,12.2,21.0
2018-08-01,5.56578947368421,12.2,21.0
2018-08-02,5.56578947368421,12.2,21.0
2018-08-03,5.56578947368421,12.2,21.0
2018-08-04,4.0815789473684205,11.6,25.0
2018-08-05,4.0815789473684205,11.6,25.0
2018-08-06,4.0815789473684205,11.6,25.0
2018-08-07,4.0815789473684205,11.6,25.0
2018-08-08,4.0815789473684205,11.6,25.0
2018-08-09,4.0815789473684205,11.6,25.0
2018-08-10,4.0815789473684205,11.6,25.0
2018-08-11,4.0815789473684205,10.6,23.0
2018-08-12,4.0815789473684205,10.6,23.0
2018-08-13,4.0815789473684205,10.6,23.0
2018-08-14,4.0815789473684205,10.6,23.0
2018-08-15,4.0815789473684205,10.6,23.0
2018-08-16,4.0815789473684205,10.6,23.0
2018-08-17,4.0815789473684205,10.6,23.0
2018-08-18,4.0815789473684205,11.0,25.0
2018-08-19,4.0815789473684205,11.0,25.0
2018-08-20,4.0815789473684205,11.0,25.0
2018-08-21,4.0815789473684205,11.0,25.0
2018-08-22,4.0815789473684205,11.0,25.0
2018-08-23,4.0815789473684205,11.0,25.0
2018-08-24,4.0815789473684205,11.0,25.0
2018-08-25,3.896052631578947,11.2,22.0
2018-08-26,3.896052631578947,11.2,22.0
2018-08-27,3.896052631578947,11.2,22.0
2018-08-28,3.896052631578947,11.2,22.0
2018-08-29,3.896052631578947,11.2,22.0
2018-08-30,3.896052631578947,11.2,22.0
2018-08-31,3.896052631578947,11.2,22.0
2018-09-01,3.710526315789473,12.4,22.0
2018-09-02,3.710526315789473,12.4,22.0
2018-09-03,3.710526315789473,12.4,22.0
2018-09-04,3.710526315789473,12.4,22.0
2018-09-05,3.710526315789473,12.4,22.0
2018-09-06,3.710526315789473,12.4,22.0
2018-09-07,3.710526315789473,12.4,22.0
2018-09-08,4.2671052631578945,12.6,22.0
2018-09-09,4.2671052631578945,12.6,22.0
2018-09-10,4.2671052631578945,12.6,22.0
2018-09-11,4.2671052631578945,12.6,22.0
2018-09-12,4.2671052631578945,12.6,22.0
2018-09-13,4.2671052631578945,12.6,22.0
2018-09-14,4.2671052631578945,12.6,22.0
2018-09-15,4.638157894736842,13.8,21.0
2018-09-16,4.638157894736842,13.8,21.0
2018-09-17,4.638157894736842,13.8,21.0
2018-09-18,4.638157894736842,13.8,21.0
2018-09-19,4.638157894736842,13.8,21.0
2018-09-20,4.638157894736842,13.8,21.0
2018-09-21,4.638157894736842,13.8,21.0
2018-09-22,6.864473684210526,14.4,23.0
2018-09-23,6.864473684210526,14.4,23.0
2018-09-24,6.864473684210526,14.4,23.0
2018-09-25,6.864473684210526,14.4,23.0
2018-09-26,6.864473684210526,14.4,23.0
2018-09-27,6.864473684210526,14.4,23.0
2018-09-28,6.864473684210526,14.4,23.0
2018-09-29,5.380263157894736,14.8,22.0
2018-09-30,5.380263157894736,14.8,22.0
2018-10-01,5.380263157894736,14.8,22.0
2018-10-02,5.380263157894736,14.8,22.0
2018-10-03,5.380263157894736,14.8,22.0
2018-10-04,5.380263157894736,14.8,22.0
2018-10-05,5.380263157894736,14.8,22.0
2018-10-06,4.638157894736842,16.2,21.0
2018-10-07,4.638157894736842,16.2,21.0
2018-10-08,4.638157894736842,16.2,21.0
2018-10-09,4.638157894736842,16.2,21.0
2018-10-10,4.638157894736842,16.2,21.0
2018-10-11,4.638157894736842,16.2,21.0
2018-10-12,4.638157894736842,16.2,21.0
2018-10-13,4.823684210526316,16.2,22.0
2018-10-14,4.823684210526316,16.2,22.0
2018-10-15,4.823684210526316,16.2,22.0
2018-10-16,4.823684210526316,16.2,22.0
2018-10-17,4.823684210526316,16.2,22.0
2018-10-18,4.823684210526316,16.2,22.0
2018-10-19,4.823684210526316,16.2,22.0
2018-10-20,4.638157894736842,15.2,22.0
2018-10-21,4.638157894736842,15.2,22.0
2018-10-22,4.638157894736842,15.2,22.0
2018-10-23,4.638157894736842,15.2,22.0
2018-10-24,4.638157894736842,15.2,22.0
2018-10-25,4.638157894736842,15.2,22.0
2018-10-26,4.638157894736842,15.2,22.0
2018-10-27,4.638157894736842,14.8,23.0
2018-10-28,4.638157894736842,14.8,23.0
2018-10-29,4.638157894736842,14.8,23.0
2018-10-30,4.638157894736842,14.8,23.0
2018-10-31,4.638157894736842,14.8,23.0
2018-11-01,4.638157894736842,14.8,23.0
2018-11-02,4.638157894736842,14.8,23.0
2018-11-03,4.638157894736842,16.2,22.0
2018-11-04,4.638157894736842,16.2,22.0
2018-11-05,4.638157894736842,16.2,22.0
2018-11-06,4.638157894736842,16.2,22.0
2018-11-07,4.638157894736842,16.2,22.0
2018-11-08,4.638157894736842,16.2,22.0
2018-11-09,4.638157894736842,16.2,22.0
2018-11-10,4.452631578947368,16.2,24.0
2018-11-11,4.452631578947368,16.2,24.0
2018-11-12,4.452631578947368,16.2,24.0
2018-11-13,4.452631578947368,16.2,24.0
2018-11-14,4.452631578947368,16.2,24.0
2018-11-15,4.452631578947368,16.2,24.0
2018-11-16,4.452631578947368,16.2,24.0
2018-11-17,4.823684210526316,15.4,26.0
2018-11-18,4.823684210526316,15.4,26.0
2018-11-19,4.823684210526316,15.4,26.0
2018-11-20,4.823684210526316,15.4,26.0
2018-11-21,4.823684210526316,15.4,26.0
2018-11-22,4.823684210526316,15.4,26.0
2018-11-23,4.823684210526316,15.4,26.0
2018-11-24,2.411842105263158,13.4,21.0
2018-11-25,2.411842105263158,13.4,21.0
2018-11-26,2.411842105263158,13.4,21.0
2018-11-27,2.411842105263158,13.4,21.0
2018-11-28,2.411842105263158,13.4,21.0
2018-11-29,2.411842105263158,13.4,21.0
2018-11-30,2.411842105263158,13.4,21.0
2018-12-01,5.380263157894736,16.8,25.0
2018-12-02,5.380263157894736,16.8,25.0
2018-12-03,5.380263157894736,16.8,25.0
2018-12-04,5.380263157894736,16.8,25.0
2018-12-05,5.380263157894736,16.8,25.0
2018-12-06,5.380263157894736,16.8,25.0
2018-12-07,5.380263157894736,16.8,25.0
2018-12-08,7.421052631578946,17.4,28.0
2018-12-09,7.421052631578946,17.4,28.0
2018-12-10,7.421052631578946,17.4,28.0
2018-12-11,7.421052631578946,17.4,28.0
2018-12-12,7.421052631578946,17.4,28.0
2018-12-13,7.421052631578946,17.4,28.0
2018-12-14,7.421052631578946,17.4,28.0
2018-12-15,4.823684210526316,16.8,26.0
2018-12-16,4.823684210526316,16.8,26.0
2018-12-17,4.823684210526316,16.8,26.0
2018-12-18,4.823684210526316,16.8,26.0
2018-12-19,4.823684210526316,16.8,26.0
2018-12-20,4.823684210526316,16.8,26.0
2018-12-21,4.823684210526316,16.8,26.0
2018-12-22,3.710526315789473,14.0,23.0
2018-12-23,3.710526315789473,14.0,23.0
2018-12-24,3.710526315789473,14.0,23.0
2018-12-25,3.710526315789473,14.0,23.0
2018-12-26,3.710526315789473,14.0,23.0
2018-12-27,3.710526315789473,14.0,23.0
2018-12-28,3.710526315789473,14.0,23.0
2018-12-29,1.4842105263157892,10.6,22.0
2018-12-30,1.4842105263157892,10.6,22.0
2018-12-31,1.4842105263157892,10.6,22.0
2019-01-01,1.4842105263157892,10.6,22.0
2019-01-02,1.4842105263157892,10.6,22.0
2019-01-03,1.4842105263157892,10.6,22.0
2019-01-04,1.4842105263157892,10.6,22.0
2019-01-05,2.226315789473684,10.6,23.0
2019-01-06,2.226315789473684,10.6,23.0
2019-01-07,2.226315789473684,10.6,23.0
2019-01-08,2.226315789473684,10.6,23.0
2019-01-09,2.226315789473684,10.6,23.0
2019-01-10,2.226315789473684,10.6,23.0
2019-01-11,2.226315789473684,10.6,23.0
2019-01-12,3.896052631578947,13.4,24.0
2019-01-13,3.896052631578947,13.4,24.0
2019-01-14,3.896052631578947,13.4,24.0
2019-01-15,3.896052631578947,13.4,24.0
2019-01-16,3.896052631578947,13.4,24.0
2019-01-17,3.896052631578947,13.4,24.0
2019-01-18,3.896052631578947,13.4,24.0
2019-01-19,3.896052631578947,13.8,24.0
2019-01-20,3.896052631578947,13.8,24.0
2019-01-21,3.896052631578947,13.8,24.0
2019-01-22,3.896052631578947,13.8,24.0
2019-01-23,3.896052631578947,13.8,24.0
2019-01-24,3.896052631578947,13.8,24.0
2019-01-25,3.896052631578947,13.8,24.0
2019-01-26,3.710526315789473,14.0,24.0
2019-01-27,3.710526315789473,14.0,24.0
2019-01-28,3.710526315789473,14.0,24.0
2019-01-29,3.710526315789473,14.0,24.0
2019-01-30,3.710526315789473,14.0,24.0
2019-01-31,3.710526315789473,14.0,24.0
2019-02-01,3.710526315789473,14.0,24.0
2019-02-02,3.5249999999999995,14.4,24.0
2019-02-03,3.5249999999999995,14.4,24.0
2019-02-04,3.5249999999999995,14.4,24.0
2019-02-05,3.5249999999999995,14.4,24.0
2019-02-06,3.5249999999999995,14.4,24.0
2019-02-07,3.5249999999999995,14.4,24.0
2019-02-08,3.5249999999999995,14.4,24.0
2019-02-09,3.896052631578947,14.6,24.0
2019-02-10,3.896052631578947,14.6,24.0
2019-02-11,3.896052631578947,14.6,24.0
2019-02-12,3.896052631578947,14.6,24.0
2019-02-13,3.896052631578947,14.6,24.0
2019-02-14,3.896052631578947,14.6,24.0
2019-02-15,3.896052631578947,14.6,24.0
2019-02-16,4.2671052631578945,15.4,25.0
2019-02-17,4.2671052631578945,15.4,25.0
2019-02-18,4.2671052631578945,15.4,25.0
2019-02-19,4.2671052631578945,15.4,25.0
2019-02-20,4.2671052631578945,15.4,25.0
2019-02-21,4.2671052631578945,15.4,25.0
2019-02-22,4.2671052631578945,15.4,25.0
2019-02-23,3.710526315789473,15.6,24.0
2019-02-24,3.710526315789473,15.6,24.0
2019-02-25,3.710526315789473,15.6,24.0
2019-02-26,3.710526315789473,15.6,24.0
2019-02-27,3.710526315789473,15.6,24.0
2019-02-28,3.710526315789473,15.6,24.0
2019-03-01,3.710526315789473,15.6,24.0
2019-03-02,4.452631578947368,16.8,26.0
2019-03-03,4.452631578947368,16.8,26.0
2019-03-04,4.452631578947368,16.8,26.0
2019-03-05,4.452631578947368,16.8,26.0
2019-03-06,4.452631578947368,16.8,26.0
2019-03-07,4.452631578947368,16.8,26.0
2019-03-08,4.452631578947368,16.8,26.0
2019-03-09,4.2671052631578945,16.4,25.0
2019-03-10,4.2671052631578945,16.4,25.0
2019-03-11,4.2671052631578945,16.4,25.0
2019-03-12,4.2671052631578945,16.4,25.0
2019-03-13,4.2671052631578945,16.4,25.0
2019-03-14,4.2671052631578945,16.4,25.0
2019-03-15,4.2671052631578945,16.4,25.0
2019-03-16,3.5249999999999995,14.6,25.0
2019-03-17,3.5249999999999995,14.6,25.0
2019-03-18,3.5249999999999995,14.6,25.0
2019-03-19,3.5249999999999995,14.6,25.0
2019-03-20,3.5249999999999995,14.6,25.0
2019-03-21,3.5249999999999995,14.6,25.0
2019-03-22,3.5249999999999995,14.6,25.0
2019-03-23,3.339473684210526,15.6,24.0
2019-03-24,3.339473684210526,15.6,24.0
2019-03-25,3.339473684210526,15.6,24.0
2019-03-26,3.339473684210526,15.6,24.0
2019-03-27,3.339473684210526,15.6,24.0
2019-03-28,3.339473684210526,15.6,24.0
2019-03-29,3.339473684210526,15.6,24.0
2019-03-30,3.1539473684210524,16.8,25.0
2019-03-31,3.1539473684210524,16.8,25.0
2019-04-01,3.1539473684210524,16.8,25.0
2019-04-02,3.1539473684210524,16.8,25.0
2019-04-03,3.1539473684210524,16.8,25.0
2019-04-04,3.1539473684210524,16.8,25.0
2019-04-05,3.1539473684210524,16.8,25.0
2019-04-06,3.710526315789473,16.0,29.0
2019-04-07,3.710526315789473,16.0,29.0
2019-04-08,3.710526315789473,16.0,29.0
2019-04-09,3.710526315789473,16.0,29.0
2019-04-10,3.710526315789473,16.0,29.0
2019-04-11,3.710526315789473,16.0,29.0
2019-04-12,3.710526315789473,16.0,29.0
2019-04-13,3.339473684210526,17.4,29.0
2019-04-14,3.339473684210526,17.4,29.0
2019-04-15,3.339473684210526,17.4,29.0
2019-04-16,3.339473684210526,17.4,29.0
2019-04-17,3.339473684210526,17.4,29.0
2019-04-18,3.339473684210526,17.4,29.0
2019-04-19,3.339473684210526,17.4,29.0
2019-04-20,2.782894736842105,15.8,28.0
2019-04-21,2.782894736842105,15.8,28.0
2019-04-22,2.782894736842105,15.8,28.0
2019-04-23,2.782894736842105,15.8,28.0
2019-04-24,2.782894736842105,15.8,28.0
2019-04-25,2.782894736842105,15.8,28.0
2019-04-26,2.782894736842105,15.8,28.0
2019-04-27,2.782894736842105,17.2,33.0
2019-04-28,2.782894736842105,17.2,33.0
2019-04-29,2.782894736842105,17.2,33.0
2019-04-30,2.782894736842105,17.2,33.0
2019-05-01,2.782894736842105,17.2,33.0
2019-05-02,2.782894736842105,17.2,33.0
2019-05-03,2.782894736842105,17.2,33.0
2019-05-04,3.339473684210526,19.6,36.0
2019-05-05,3.339473684210526,19.6,36.0
2019-05-06,3.339473684210526,19.6,36.0
2019-05-07,3.339473684210526,19.6,36.0
2019-05-08,3.339473684210526,19.6,36.0
2019-05-09,3.339473684210526,19.6,36.0
2019-05-10,3.339473684210526,19.6,36.0
2019-05-11,10.946052631578945,17.8,32.0
2019-05-12,10.946052631578945,17.8,32.0
2019-05-13,10.946052631578945,17.8,32.0
2019-05-14,10.946052631578945,17.8,32.0
2019-05-15,10.946052631578945,17.8,32.0
2019-05-16,10.946052631578945,17.8,32.0
2019-05-17,10.946052631578945,17.8,32.0
2019-05-18,10.946052631578945,15.6,33.0
2019-05-19,10.946052631578945,15.6,33.0
2019-05-20,10.946052631578945,15.6,33.0
2019-05-21,10.946052631578945,15.6,33.0
2019-05-22,10.946052631578945,15.6,33.0
2019-05-23,10.946052631578945,15.6,33.0
2019-05-24,10.946052631578945,15.6,33.0
2019-05-25,5.009210526315789,12.4,28.0
2019-05-26,5.009210526315789,12.4,28.0
2019-05-27,5.009210526315789,12.4,28.0
2019-05-28,5.009210526315789,12.4,28.0
2019-05-29,5.009210526315789,12.4,28.0
2019-05-30,5.009210526315789,12.4,28.0
2019-05-31,5.009210526315789,12.4,28.0
2019-06-01,7.235526315789473,11.0,26.0
2019-06-02,7.235526315789473,11.0,26.0
2019-06-03,7.235526315789473,11.0,26.0
2019-06-04,7.235526315789473,11.0,26.0
2019-06-05,7.235526315789473,11.0,26.0
2019-06-06,7.235526315789473,11.0,26.0
2019-06-07,7.235526315789473,11.0,26.0
2019-06-08,8.905263157894735,11.2,22.0
2019-06-09,8.905263157894735,11.2,22.0
2019-06-10,8.905263157894735,11.2,22.0
2019-06-11,8.905263157894735,11.2,22.0
2019-06-12,8.905263157894735,11.2,22.0
2019-06-13,8.905263157894735,11.2,22.0
2019-06-14,8.905263157894735,11.2,22.0
2019-06-15,4.452631578947368,11.0,19.0
2019-06-16,4.452631578947368,11.0,19.0
2019-06-17,4.452631578947368,11.0,19.0
2019-06-18,4.452631578947368,11.0,19.0
2019-06-19,4.452631578947368,11.0,19.0
2019-06-20,4.452631578947368,11.0,19.0
2019-06-21,4.452631578947368,11.0,19.0
2019-06-22,2.9684210526315784,11.6,18.0
2019-06-23,2.9684210526315784,11.6,18.0
2019-06-24,2.9684210526315784,11.6,18.0
2019-06-25,2.9684210526315784,11.6,18.0
2019-06-26,2.9684210526315784,11.6,18.0
2019-06-27,2.9684210526315784,11.6,18.0
2019-06-28,2.9684210526315784,11.6,18.0
2019-06-29,2.782894736842105,11.0,17.0
2019-06-30,2.782894736842105,11.0,17.0
2019-07-01,2.782894736842105,11.0,17.0
2019-07-02,2.782894736842105,11.0,17.0
2019-07-03,2.782894736842105,11.0,17.0
2019-07-04,2.782894736842105,11.0,17.0
2019-07-05,2.782894736842105,11.0,17.0
2019-07-06,2.226315789473684,9.4,18.0
2019-07-07,2.226315789473684,9.4,18.0
2019-07-08,2.226315789473684,9.4,18.0
2019-07-09,2.226315789473684,9.4,18.0
2019-07-10,2.226315789473684,9.4,18.0
2019-07-11,2.226315789473684,9.4,18.0
2019-07-12,2.226315789473684,9.4,18.0
2019-07-13,2.0407894736842103,11.8,16.0
2019-07-14,2.0407894736842103,11.8,16.0
2019-07-15,2.0407894736842103,11.8,16.0
2019-07-16,2.0407894736842103,11.8,16.0
2019-07-17,2.0407894736842103,11.8,16.0
2019-07-18,2.0407894736842103,11.8,16.0
2019-07-19,2.0407894736842103,11.8,16.0
2019-07-20,1.8552631578947365,10.8,16.0
2019-07-21,1.8552631578947365,10.8,16.0
2019-07-22,1.8552631578947365,10.8,16.0
2019-07-23,1.8552631578947365,10.8,16.0
2019-07-24,1.8552631578947365,10.8,16.0
2019-07-25,1.8552631578947365,10.8,16.0
2019-07-26,1.8552631578947365,10.8,16.0
2019-07-27,1.669736842105263,11.4,15.0
2019-07-28,1.669736842105263,11.4,15.0
2019-07-29,1.669736842105263,11.4,15.0
2019-07-30,1.669736842105263,11.4,15.0
2019-07-31,1.669736842105263,11.4,15.0
2019-08-01,1.669736842105263,11.4,15.0
2019-08-02,1.669736842105263,11.4,15.0
2019-08-03,3.1539473684210524,10.8,15.0
2019-08-04,3.1539473684210524,10.8,15.0
2019-08-05,3.1539473684210524,10.8,15.0
2019-08-06,3.1539473684210524,10.8,15.0
2019-08-07,3.1539473684210524,10.8,15.0
2019-08-08,3.1539473684210524,10.8,15.0
2019-08-09,3.1539473684210524,10.8,15.0
2019-08-10,2.9684210526315784,10.0,16.0
2019-08-11,2.9684210526315784,10.0,16.0
2019-08-12,2.9684210526315784,10.0,16.0
2019-08-13,2.9684210526315784,10.0,16.0
2019-08-14,2.9684210526315784,10.0,16.0
2019-08-15,2.9684210526315784,10.0,16.0
2019-08-16,2.9684210526315784,10.0,16.0
2019-08-17,3.5249999999999995,11.2,15.0
2019-08-18,3.5249999999999995,11.2,15.0
2019-08-19,3.5249999999999995,11.2,15.0
2019-08-20,3.5249999999999995,11.2,15.0
2019-08-21,3.5249999999999995,11.2,15.0
2019-08-22,3.5249999999999995,11.2,15.0
2019-08-23,3.5249999999999995,11.2,15.0
2019-08-24,4.638157894736842,11.2,18.0
2019-08-25,4.638157894736842,11.2,18.0
2019-08-26,4.638157894736842,11.2,18.0
2019-08-27,4.638157894736842,11.2,18.0
2019-08-28,4.638157894736842,11.2,18.0
2019-08-29,4.638157894736842,11.2,18.0
2019-08-30,4.638157894736842,11.2,18.0
2019-08-31,4.823684210526316,11.2,18.0
2019-09-01,4.823684210526316,11.2,18.0
2019-09-02,4.823684210526316,11.2,18.0
2019-09-03,4.823684210526316,11.2,18.0
2019-09-04,4.823684210526316,11.2,18.0
2019-09-05,4.823684210526316,11.2,18.0
2019-09-06,4.823684210526316,11.2,18.0
2019-09-07,3.896052631578947,11.0,19.0
2019-09-08,3.896052631578947,11.0,19.0
2019-09-09,3.896052631578947,11.0,19.0
2019-09-10,3.896052631578947,11.0,19.0
2019-09-11,3.896052631578947,11.0,19.0
2019-09-12,3.896052631578947,11.0,19.0
2019-09-13,3.896052631578947,11.0,19.0
2019-09-14,3.710526315789473,13.6,19.0
2019-09-15,3.710526315789473,13.6,19.0
2019-09-16,3.710526315789473,13.6,19.0
2019-09-17,3.710526315789473,13.6,19.0
2019-09-18,3.710526315789473,13.6,19.0
2019-09-19,3.710526315789473,13.6,19.0
2019-09-20,3.710526315789473,13.6,19.0
2019-09-21,3.710526315789473,14.0,20.0
2019-09-22,3.710526315789473,14.0,20.0
2019-09-23,3.710526315789473,14.0,20.0
2019-09-24,3.710526315789473,14.0,20.0
2019-09-25,3.710526315789473,14.0,20.0
2019-09-26,3.710526315789473,14.0,20.0
2019-09-27,3.710526315789473,14.0,20.0
2019-09-28,3.5249999999999995,14.0,20.0
2019-09-29,3.5249999999999995,14.0,20.0
2019-09-30,3.5249999999999995,14.0,20.0
2019-10-01,3.5249999999999995,14.0,20.0
2019-10-02,3.5249999999999995,14.0,20.0
2019-10-03,3.5249999999999995,14.0,20.0
2019-10-04,3.5249999999999995,14.0,20.0
2019-10-05,4.2671052631578945,15.6,22.0
2019-10-06,4.2671052631578945,15.6,22.0
2019-10-07,4.2671052631578945,15.6,22.0
2019-10-08,4.2671052631578945,15.6,22.0
2019-10-09,4.2671052631578945,15.6,22.0
2019-10-10,4.2671052631578945,15.6,22.0
2019-10-11,4.2671052631578945,15.6,22.0
2019-10-12,4.2671052631578945,15.4,22.0
2019-10-13,4.2671052631578945,15.4,22.0
2019-10-14,4.2671052631578945,15.4,22.0
2019-10-15,4.2671052631578945,15.4,22.0
2019-10-16,4.2671052631578945,15.4,22.0
2019-10-17,4.2671052631578945,15.4,22.0
2019-10-18,4.2671052631578945,15.4,22.0
2019-10-19,3.896052631578947,14.6,21.0
2019-10-20,3.896052631578947,14.6,21.0
2019-10-21,3.896052631578947,14.6,21.0
2019-10-22,3.896052631578947,14.6,21.0
2019-10-23,3.896052631578947,14.6,21.0
2019-10-24,3.896052631578947,14.6,21.0
2019-10-25,3.896052631578947,14.6,21.0
2019-10-26,3.896052631578947,15.4,23.0
2019-10-27,3.896052631578947,15.4,23.0
2019-10-28,3.896052631578947,15.4,23.0
2019-10-29,3.896052631578947,15.4,23.0
2019-10-30,3.896052631578947,15.4,23.0
2019-10-31,3.896052631578947,15.4,23.0
2019-11-01,3.896052631578947,15.4,23.0
2019-11-02,3.710526315789473,14.6,23.0
2019-11-03,3.710526315789473,14.6,23.0
2019-11-04,3.710526315789473,14.6,23.0
2019-11-05,3.710526315789473,14.6,23.0
2019-11-06,3.710526315789473,14.6,23.0
2019-11-07,3.710526315789473,14.6,23.0
2019-11-08,3.710526315789473,14.6,23.0
2019-11-09,4.2671052631578945,16.6,22.0
2019-11-10,4.2671052631578945,16.6,22.0
2019-11-11,4.2671052631578945,16.6,22.0
2019-11-12,4.2671052631578945,16.6,22.0
2019-11-13,4.2671052631578945,16.6,22.0
2019-11-14,4.2671052631578945,16.6,22.0
2019-11-15,4.2671052631578945,16.6,22.0
2019-11-16,3.710526315789473,15.6,23.0
2019-11-17,3.710526315789473,15.6,23.0
2019-11-18,3.710526315789473,15.6,23.0
2019-11-19,3.710526315789473,15.6,23.0
2019-11-20,3.710526315789473,15.6,23.0
2019-11-21,3.710526315789473,15.6,23.0
2019-11-22,3.710526315789473,15.6,23.0
2019-11-23,4.0815789473684205,15.8,24.0
2019-11-24,4.0815789473684205,15.8,24.0
2019-11-25,4.0815789473684205,15.8,24.0
2019-11-26,4.0815789473684205,15.8,24.0
2019-11-27,4.0815789473684205,15.8,24.0
2019-11-28,4.0815789473684205,15.8,24.0
2019-11-29,4.0815789473684205,15.8,24.0
2019-11-30,2.0407894736842103,14.4,19.0
2019-12-01,2.0407894736842103,14.4,19.0
2019-12-02,2.0407894736842103,14.4,19.0
2019-12-03,2.0407894736842103,14.4,19.0
2019-12-04,2.0407894736842103,14.4,19.0
2019-12-05,2.0407894736842103,14.4,19.0
2019-12-06,2.0407894736842103,14.4,19.0
2019-12-07,4.2671052631578945,15.6,23.0
2019-12-08,4.2671052631578945,15.6,23.0
2019-12-09,4.2671052631578945,15.6,23.0
2019-12-10,4.2671052631578945,15.6,23.0
2019-12-11,4.2671052631578945,15.6,23.0
2019-12-12,4.2671052631578945,15.6,23.0
2019-12-13,4.2671052631578945,15.6,23.0
2019-12-14,4.452631578947368,16.6,23.0
2019-12-15,4.452631578947368,16.6,23.0
2019-12-16,4.452631578947368,16.6,23.0
2019-12-17,4.452631578947368,16.6,23.0
2019-12-18,4.452631578947368,16.6,23.0
2019-12-19,4.452631578947368,16.6,23.0
2019-12-20,4.452631578947368,16.6,23.0
2019-12-21,3.710526315789473,13.6,21.0
2019-12-22,3.710526315789473,13.6,21.0
2019-12-23,3.710526315789473,13.6,21.0
2019-12-24,3.710526315789473,13.6,21.0
2019-12-25,3.710526315789473,13.6,21.0
2019-12-26,3.710526315789473,13.6,21.0
2019-12-27,3.710526315789473,13.6,21.0
2019-12-28,1.4842105263157892,11.2,17.0
2019-12-29,1.4842105263157892,11.2,17.0
2019-12-30,1.4842105263157892,11.2,17.0
2019-12-31,1.4842105263157892,11.2,17.0
2020-01-01,1.4842105263157892,11.2,17.0
2020-01-02,1.4842105263157892,11.2,17.0
2020-01-03,1.4842105263157892,11.2,17.0
2020-01-04,1.4842105263157892,10.2,42.0
2020-01-05,1.4842105263157892,10.2,42.0
2020-01-06,1.4842105263157892,10.2,42.0
2020-01-07,1.4842105263157892,10.2,42.0
2020-01-08,1.4842105263157892,10.2,42.0
2020-01-09,1.4842105263157892,10.2,42.0
2020-01-10,1.4842105263157892,10.2,42.0
2020-01-11,3.5249999999999995,13.0,41.0
2020-01-12,3.5249999999999995,13.0,41.0
2020-01-13,3.5249999999999995,13.0,41.0
2020-01-14,3.5249999999999995,13.0,41.0
2020-01-15,3.5249999999999995,13.0,41.0
2020-01-16,3.5249999999999995,13.0,41.0
2020-01-17,3.5249999999999995,13.0,41.0
2020-01-18,4.452631578947368,13.6,23.0
2020-01-19,4.452631578947368,13.6,23.0
2020-01-20,4.452631578947368,13.6,23.0
2020-01-21,4.452631578947368,13.6,23.0
2020-01-22,4.452631578947368,13.6,23.0
2020-01-23,4.452631578947368,13.6,23.0
2020-01-24,4.452631578947368,13.6,23.0
2020-01-25,3.339473684210526,13.8,21.0
2020-01-26,3.339473684210526,13.8,21.0
2020-01-27,3.339473684210526,13.8,21.0
2020-01-28,3.339473684210526,13.8,21.0
2020-01-29,3.339473684210526,13.8,21.0
2020-01-30,3.339473684210526,13.8,21.0
2020-01-31,3.339473684210526,13.8,21.0
2020-02-01,3.339473684210526,14.6,22.0
2020-02-02,3.339473684210526,14.6,22.0
2020-02-03,3.339473684210526,14.6,22.0
2020-02-04,3.339473684210526,14.6,22.0
2020-02-05,3.339473684210526,14.6,22.0
2020-02-06,3.339473684210526,14.6,22.0
2020-02-07,3.339473684210526,14.6,22.0
2020-02-08,3.896052631578947,14.8,22.0
2020-02-09,3.896052631578947,14.8,22.0
2020-02-10,3.896052631578947,14.8,22.0
2020-02-11,3.896052631578947,14.8,22.0
